"id","order_id","product_id","quantity","total","updated_at","created_at"
"1529","661","7","1","10","2025-05-26 16:05:33","2025-05-26 16:05:33"
"1530","661","15","1","40","2025-05-26 16:05:33","2025-05-26 16:05:33"
"1531","661","35","1","15","2025-05-26 16:05:33","2025-05-26 16:05:33"
"1532","662","3","2","20","2025-05-26 16:06:02","2025-05-26 16:06:02"
"1533","662","15","1","40","2025-05-26 16:06:02","2025-05-26 16:06:02"
"1534","663","3","3","30","2025-05-26 16:06:45","2025-05-26 16:06:45"
"1535","663","7","1","10","2025-05-26 16:06:45","2025-05-26 16:06:45"
"1536","663","18","1","20","2025-05-26 16:06:45","2025-05-26 16:06:45"
"1537","664","3","2","20","2025-05-26 16:07:44","2025-05-26 16:07:44"
"1538","664","6","1","35","2025-05-26 16:07:44","2025-05-26 16:07:44"
"1539","664","8","1","60","2025-05-26 16:07:44","2025-05-26 16:07:44"
"1540","664","11","1","35","2025-05-26 16:07:44","2025-05-26 16:07:44"
"1541","664","15","1","40","2025-05-26 16:07:44","2025-05-26 16:07:44"
"1542","664","18","1","20","2025-05-26 16:07:44","2025-05-26 16:07:44"
"1543","665","6","1","35","2025-05-26 16:08:24","2025-05-26 16:08:24"
"1544","665","8","1","60","2025-05-26 16:08:24","2025-05-26 16:08:24"
"1545","665","11","2","70","2025-05-26 16:08:24","2025-05-26 16:08:24"
"1546","665","18","1","20","2025-05-26 16:08:24","2025-05-26 16:08:24"
"1547","666","7","1","10","2025-05-26 16:08:45","2025-05-26 16:08:45"
"1548","666","8","1","60","2025-05-26 16:08:45","2025-05-26 16:08:45"
"1549","666","15","1","40","2025-05-26 16:08:45","2025-05-26 16:08:45"
"1550","667","3","4","40","2025-05-26 16:09:03","2025-05-26 16:09:03"
"1551","668","3","4","40","2025-05-26 16:10:17","2025-05-26 16:10:17"
"1552","668","11","1","35","2025-05-26 16:10:17","2025-05-26 16:10:17"
"1553","669","3","4","40","2025-05-26 16:10:34","2025-05-26 16:10:34"
"1554","670","34","1","20","2025-05-26 16:10:55","2025-05-26 16:10:55"
"1555","671","3","2","20","2025-05-26 16:11:22","2025-05-26 16:11:22"
"1556","671","6","1","35","2025-05-26 16:11:22","2025-05-26 16:11:22"
"1557","671","18","1","20","2025-05-26 16:11:22","2025-05-26 16:11:22"
"1558","672","8","1","60","2025-05-26 16:11:38","2025-05-26 16:11:38"
"1559","673","3","3","30","2025-05-26 16:12:14","2025-05-26 16:12:14"
"1560","673","7","1","10","2025-05-26 16:12:14","2025-05-26 16:12:14"
"1561","673","11","1","35","2025-05-26 16:12:14","2025-05-26 16:12:14"
"1562","674","3","2","20","2025-05-26 16:12:44","2025-05-26 16:12:44"
"1563","675","3","3","30","2025-05-26 16:13:01","2025-05-26 16:13:01"
"1564","676","3","1","10","2025-05-26 16:13:24","2025-05-26 16:13:24"
"1565","677","3","3","30","2025-05-26 16:14:08","2025-05-26 16:14:08"
"1566","677","7","2","20","2025-05-26 16:14:08","2025-05-26 16:14:08"
"1567","677","11","2","70","2025-05-26 16:14:08","2025-05-26 16:14:08"
"1568","678","3","4","40","2025-05-26 16:14:38","2025-05-26 16:14:38"
"1569","679","3","8","80","2025-05-26 16:15:18","2025-05-26 16:15:18"
"1570","679","25","1","100","2025-05-26 16:15:18","2025-05-26 16:15:18"
"1571","680","3","1","10","2025-05-26 16:15:44","2025-05-26 16:15:44"
"1572","681","3","2","20","2025-05-26 16:16:47","2025-05-26 16:16:47"
"1573","681","8","2","120","2025-05-26 16:16:47","2025-05-26 16:16:47"
"1574","681","11","1","35","2025-05-26 16:16:47","2025-05-26 16:16:47"
"1575","682","3","2","20","2025-05-26 16:17:27","2025-05-26 16:17:27"
"1576","682","6","1","35","2025-05-26 16:17:27","2025-05-26 16:17:27"
"1577","682","9","1","15","2025-05-26 16:17:27","2025-05-26 16:17:27"
"1578","682","11","1","35","2025-05-26 16:17:27","2025-05-26 16:17:27"
"1579","682","18","1","20","2025-05-26 16:17:27","2025-05-26 16:17:27"
"1580","683","3","2","20","2025-05-26 16:18:04","2025-05-26 16:18:04"
"1581","683","7","1","10","2025-05-26 16:18:04","2025-05-26 16:18:04"
"1582","683","11","1","35","2025-05-26 16:18:04","2025-05-26 16:18:04"
"1583","683","18","1","20","2025-05-26 16:18:04","2025-05-26 16:18:04"
"1584","684","11","1","35","2025-05-26 16:19:12","2025-05-26 16:19:12"
"1585","685","3","4","40","2025-05-26 16:19:45","2025-05-26 16:19:45"
"1586","685","8","1","60","2025-05-26 16:19:45","2025-05-26 16:19:45"
"1587","685","11","1","35","2025-05-26 16:19:45","2025-05-26 16:19:45"
"1588","685","18","1","20","2025-05-26 16:19:45","2025-05-26 16:19:45"
"1589","686","3","2","20","2025-05-26 16:20:06","2025-05-26 16:20:06"
"1590","687","3","4","40","2025-05-26 16:20:29","2025-05-26 16:20:29"
"1591","687","11","1","35","2025-05-26 16:20:29","2025-05-26 16:20:29"
"1592","688","3","4","40","2025-05-26 16:20:48","2025-05-26 16:20:48"
"1593","688","8","1","60","2025-05-26 16:20:48","2025-05-26 16:20:48"
"1594","689","3","2","20","2025-05-26 16:21:19","2025-05-26 16:21:19"
"1595","690","3","2","20","2025-05-26 16:22:21","2025-05-26 16:22:21"
"1596","690","8","1","60","2025-05-26 16:22:21","2025-05-26 16:22:21"
"1597","690","11","1","35","2025-05-26 16:22:21","2025-05-26 16:22:21"
"1598","690","18","1","20","2025-05-26 16:22:21","2025-05-26 16:22:21"
"1599","691","3","2","20","2025-05-26 16:22:55","2025-05-26 16:22:55"
"1600","691","11","1","35","2025-05-26 16:22:55","2025-05-26 16:22:55"
"1601","692","25","1","100","2025-05-26 16:23:24","2025-05-26 16:23:24"
"1602","692","28","2","40","2025-05-26 16:23:24","2025-05-26 16:23:24"
"1603","693","3","3","30","2025-05-26 16:24:07","2025-05-26 16:24:07"
"1604","693","8","1","60","2025-05-26 16:24:07","2025-05-26 16:24:07"
"1605","693","18","1","20","2025-05-26 16:24:07","2025-05-26 16:24:07"
"1606","694","3","3","30","2025-05-26 16:25:38","2025-05-26 16:25:38"
"1607","694","6","1","35","2025-05-26 16:25:38","2025-05-26 16:25:38"
"1608","694","8","1","60","2025-05-26 16:25:38","2025-05-26 16:25:38"
"1609","694","11","1","35","2025-05-26 16:25:38","2025-05-26 16:25:38"
"1610","694","18","1","20","2025-05-26 16:25:38","2025-05-26 16:25:38"
"1611","695","3","3","30","2025-05-26 16:26:53","2025-05-26 16:26:53"
"1612","695","8","1","60","2025-05-26 16:26:53","2025-05-26 16:26:53"
"1613","696","3","3","30","2025-05-26 16:27:12","2025-05-26 16:27:12"
"1614","697","3","4","40","2025-05-26 16:28:32","2025-05-26 16:28:32"
"1615","697","11","1","35","2025-05-26 16:28:32","2025-05-26 16:28:32"
"1616","697","15","1","40","2025-05-26 16:28:32","2025-05-26 16:28:32"
"1617","697","18","1","20","2025-05-26 16:28:32","2025-05-26 16:28:32"
"1618","698","3","2","20","2025-05-26 16:28:54","2025-05-26 16:28:54"
"1619","699","7","4","40","2025-05-26 16:29:41","2025-05-26 16:29:41"
"1620","699","11","2","70","2025-05-26 16:29:41","2025-05-26 16:29:41"
"1621","699","15","3","120","2025-05-26 16:29:41","2025-05-26 16:29:41"
"1622","699","25","1","100","2025-05-26 16:29:41","2025-05-26 16:29:41"
"1623","700","3","29","290","2025-05-26 16:32:41","2025-05-26 16:32:41"
"1624","700","6","2","70","2025-05-26 16:32:41","2025-05-26 16:32:41"
"1625","700","7","2","20","2025-05-26 16:32:41","2025-05-26 16:32:41"
"1626","700","8","1","60","2025-05-26 16:32:41","2025-05-26 16:32:41"
"1627","700","9","4","60","2025-05-26 16:32:41","2025-05-26 16:32:41"
"1628","700","11","3","105","2025-05-26 16:32:41","2025-05-26 16:32:41"
"1629","700","15","3","120","2025-05-26 16:32:41","2025-05-26 16:32:41"
"1630","700","18","3","60","2025-05-26 16:32:41","2025-05-26 16:32:41"
"1631","700","20","2","40","2025-05-26 16:32:41","2025-05-26 16:32:41"
"1632","700","25","1","100","2025-05-26 16:32:41","2025-05-26 16:32:41"
"1633","700","27","3","30","2025-05-26 16:32:41","2025-05-26 16:32:41"
"1634","700","28","3","60","2025-05-26 16:32:41","2025-05-26 16:32:41"
"1635","700","37","1","60","2025-05-26 16:32:41","2025-05-26 16:32:41"
"1636","701","7","1","10","2025-05-26 16:33:23","2025-05-26 16:33:23"
"1637","701","8","2","120","2025-05-26 16:33:23","2025-05-26 16:33:23"
"1638","701","9","2","30","2025-05-26 16:33:23","2025-05-26 16:33:23"
"1639","701","18","1","20","2025-05-26 16:33:23","2025-05-26 16:33:23"
"1640","701","27","1","10","2025-05-26 16:33:23","2025-05-26 16:33:23"
"1641","702","11","1","35","2025-05-26 16:33:48","2025-05-26 16:33:48"
"1642","703","3","3","30","2025-05-26 16:34:08","2025-05-26 16:34:08"
"1643","704","3","2","20","2025-05-26 16:34:33","2025-05-26 16:34:33"
"1644","704","7","1","10","2025-05-26 16:34:33","2025-05-26 16:34:33"
"1645","705","3","3","30","2025-05-26 16:35:04","2025-05-26 16:35:04"
"1646","705","11","1","35","2025-05-26 16:35:04","2025-05-26 16:35:04"
"1647","705","18","1","20","2025-05-26 16:35:04","2025-05-26 16:35:04"
"1648","705","34","1","20","2025-05-26 16:35:04","2025-05-26 16:35:04"
"1649","706","3","1","10","2025-05-26 16:35:22","2025-05-26 16:35:22"
"1650","707","11","1","35","2025-05-26 16:35:51","2025-05-26 16:35:51"
"1651","708","8","1","60","2025-05-26 16:36:26","2025-05-26 16:36:26"
"1652","708","11","1","35","2025-05-26 16:36:26","2025-05-26 16:36:26"
"1653","708","18","1","20","2025-05-26 16:36:26","2025-05-26 16:36:26"
"1654","709","3","2","20","2025-05-26 16:36:50","2025-05-26 16:36:50"
"1655","710","3","1","10","2025-05-26 16:37:21","2025-05-26 16:37:21"
"1656","710","15","1","40","2025-05-26 16:37:21","2025-05-26 16:37:21"
"1657","710","18","1","20","2025-05-26 16:37:21","2025-05-26 16:37:21"
"1658","711","7","1","10","2025-05-26 16:37:47","2025-05-26 16:37:47"
"1659","711","11","1","35","2025-05-26 16:37:47","2025-05-26 16:37:47"
"1660","712","3","3","30","2025-05-26 16:38:22","2025-05-26 16:38:22"
"1661","712","8","1","60","2025-05-26 16:38:22","2025-05-26 16:38:22"
"1662","713","3","3","30","2025-05-26 16:39:08","2025-05-26 16:39:08"
"1663","713","8","1","60","2025-05-26 16:39:08","2025-05-26 16:39:08"
"1664","713","11","1","35","2025-05-26 16:39:08","2025-05-26 16:39:08"
"1665","713","15","1","40","2025-05-26 16:39:08","2025-05-26 16:39:08"
"1666","714","3","4","40","2025-05-26 16:39:55","2025-05-26 16:39:55"
"1667","714","7","1","10","2025-05-26 16:39:55","2025-05-26 16:39:55"
"1668","714","18","1","20","2025-05-26 16:39:55","2025-05-26 16:39:55"
"1669","715","7","1","10","2025-05-26 16:40:38","2025-05-26 16:40:38"
"1670","715","15","1","40","2025-05-26 16:40:38","2025-05-26 16:40:38"
"1671","716","3","2","20","2025-05-26 16:41:36","2025-05-26 16:41:36"
"1672","716","8","1","60","2025-05-26 16:41:36","2025-05-26 16:41:36"
"1673","717","3","14","140","2025-05-26 16:42:30","2025-05-26 16:42:30"
"1674","717","7","2","20","2025-05-26 16:42:30","2025-05-26 16:42:30"
"1675","717","11","3","105","2025-05-26 16:42:30","2025-05-26 16:42:30"
"1676","717","20","2","40","2025-05-26 16:42:30","2025-05-26 16:42:30"
"1677","718","3","3","30","2025-05-26 16:43:24","2025-05-26 16:43:24"
"1678","718","11","1","35","2025-05-26 16:43:24","2025-05-26 16:43:24"
"1679","719","8","2","120","2025-05-26 16:43:46","2025-05-26 16:43:46"
"1680","720","3","3","30","2025-05-26 16:44:31","2025-05-26 16:44:31"
"1681","720","7","1","10","2025-05-26 16:44:31","2025-05-26 16:44:31"
"1682","720","9","1","15","2025-05-26 16:44:31","2025-05-26 16:44:31"
"1683","720","18","1","20","2025-05-26 16:44:31","2025-05-26 16:44:31"
"1684","720","33","1","30","2025-05-26 16:44:31","2025-05-26 16:44:31"
"1685","721","3","4","40","2025-05-26 16:45:01","2025-05-26 16:45:01"
"1686","721","11","1","35","2025-05-26 16:45:01","2025-05-26 16:45:01"
"1687","721","18","1","20","2025-05-26 16:45:01","2025-05-26 16:45:01"
"1688","722","3","1","10","2025-05-26 16:46:13","2025-05-26 16:46:13"
"1689","722","6","2","70","2025-05-26 16:46:13","2025-05-26 16:46:13"
"1690","722","9","1","15","2025-05-26 16:46:13","2025-05-26 16:46:13"
"1691","722","11","2","70","2025-05-26 16:46:13","2025-05-26 16:46:13"
"1692","722","15","1","40","2025-05-26 16:46:13","2025-05-26 16:46:13"
"1693","722","18","1","20","2025-05-26 16:46:13","2025-05-26 16:46:13"
"1694","722","25","1","100","2025-05-26 16:46:13","2025-05-26 16:46:13"
"1695","723","7","1","10","2025-05-26 16:46:43","2025-05-26 16:46:43"
"1696","723","11","1","35","2025-05-26 16:46:43","2025-05-26 16:46:43"
"1697","723","18","1","20","2025-05-26 16:46:43","2025-05-26 16:46:43"
"1698","724","3","1","10","2025-05-26 16:47:08","2025-05-26 16:47:08"
"1699","724","7","1","10","2025-05-26 16:47:08","2025-05-26 16:47:08"
"1700","724","41","3","15","2025-05-26 16:47:08","2025-05-26 16:47:08"
"1701","725","3","2","20","2025-05-26 16:47:29","2025-05-26 16:47:29"
"1702","725","36","1","25","2025-05-26 16:47:29","2025-05-26 16:47:29"
"1703","726","7","1","10","2025-05-26 16:47:55","2025-05-26 16:47:55"
"1704","726","8","1","60","2025-05-26 16:47:55","2025-05-26 16:47:55"
"1705","726","11","1","35","2025-05-26 16:47:55","2025-05-26 16:47:55"
"1706","727","3","3","30","2025-05-26 16:48:33","2025-05-26 16:48:33"
"1707","727","7","1","10","2025-05-26 16:48:33","2025-05-26 16:48:33"
"1708","727","18","1","20","2025-05-26 16:48:33","2025-05-26 16:48:33"
"1709","728","7","1","10","2025-05-26 16:49:00","2025-05-26 16:49:00"
"1710","728","15","1","40","2025-05-26 16:49:00","2025-05-26 16:49:00"
"1711","728","18","1","20","2025-05-26 16:49:00","2025-05-26 16:49:00"
"1712","729","3","2","20","2025-05-26 16:49:26","2025-05-26 16:49:26"
"1713","729","8","1","60","2025-05-26 16:49:26","2025-05-26 16:49:26"
"1714","730","3","1","10","2025-05-26 16:49:42","2025-05-26 16:49:42"
"1715","731","8","2","120","2025-05-26 16:50:14","2025-05-26 16:50:14"
"1716","731","18","1","20","2025-05-26 16:50:14","2025-05-26 16:50:14"
"1717","732","3","4","40","2025-05-26 16:50:44","2025-05-26 16:50:44"
"1718","732","7","1","10","2025-05-26 16:50:44","2025-05-26 16:50:44"
"1719","732","18","1","20","2025-05-26 16:50:44","2025-05-26 16:50:44"
"1720","733","3","2","20","2025-05-26 16:51:10","2025-05-26 16:51:10"
"1721","733","11","1","35","2025-05-26 16:51:10","2025-05-26 16:51:10"
"1722","734","9","3","45","2025-05-26 16:52:14","2025-05-26 16:52:14"
"1723","734","11","1","35","2025-05-26 16:52:14","2025-05-26 16:52:14"
"1724","734","39","1","160","2025-05-26 16:52:14","2025-05-26 16:52:14"
"1725","735","3","6","60","2025-05-26 16:52:51","2025-05-26 16:52:51"
"1726","735","7","2","20","2025-05-26 16:52:51","2025-05-26 16:52:51"
"1727","735","8","1","60","2025-05-26 16:52:51","2025-05-26 16:52:51"
"1728","735","11","2","70","2025-05-26 16:52:51","2025-05-26 16:52:51"
"1729","736","3","2","20","2025-05-26 16:53:10","2025-05-26 16:53:10"
"1730","737","3","2","20","2025-05-26 16:53:41","2025-05-26 16:53:41"
"1731","737","6","1","35","2025-05-26 16:53:41","2025-05-26 16:53:41"
"1732","737","8","1","60","2025-05-26 16:53:41","2025-05-26 16:53:41"
"1733","737","18","1","20","2025-05-26 16:53:41","2025-05-26 16:53:41"
"1734","738","3","2","20","2025-05-26 16:54:05","2025-05-26 16:54:05"
"1735","738","8","1","60","2025-05-26 16:54:05","2025-05-26 16:54:05"
"1736","739","3","3","30","2025-05-26 16:54:32","2025-05-26 16:54:32"
"1737","739","6","1","35","2025-05-26 16:54:32","2025-05-26 16:54:32"
"1738","739","11","1","35","2025-05-26 16:54:32","2025-05-26 16:54:32"
"1739","740","3","3","30","2025-05-26 16:55:23","2025-05-26 16:55:23"
"1740","740","11","1","35","2025-05-26 16:55:23","2025-05-26 16:55:23"
"1741","740","18","1","20","2025-05-26 16:55:23","2025-05-26 16:55:23"
"1742","741","3","4","40","2025-05-26 16:56:04","2025-05-26 16:56:04"
"1743","741","8","1","60","2025-05-26 16:56:04","2025-05-26 16:56:04"
"1744","741","9","2","30","2025-05-26 16:56:04","2025-05-26 16:56:04"
"1745","742","3","2","20","2025-05-26 16:56:46","2025-05-26 16:56:46"
"1746","742","7","2","20","2025-05-26 16:56:46","2025-05-26 16:56:46"
"1747","742","11","1","35","2025-05-26 16:56:46","2025-05-26 16:56:46"
"1748","742","18","1","20","2025-05-26 16:56:46","2025-05-26 16:56:46"
"1749","742","27","1","10","2025-05-26 16:56:46","2025-05-26 16:56:46"
"1750","742","28","1","20","2025-05-26 16:56:46","2025-05-26 16:56:46"
"1751","743","3","3","30","2025-05-26 16:57:34","2025-05-26 16:57:34"
"1752","743","6","1","35","2025-05-26 16:57:34","2025-05-26 16:57:34"
"1753","743","8","1","60","2025-05-26 16:57:34","2025-05-26 16:57:34"
"1754","743","11","1","35","2025-05-26 16:57:34","2025-05-26 16:57:34"
"1755","743","18","1","20","2025-05-26 16:57:34","2025-05-26 16:57:34"
"1756","743","32","1","20","2025-05-26 16:57:34","2025-05-26 16:57:34"
"1757","744","3","1","10","2025-05-26 16:57:54","2025-05-26 16:57:54"
"1758","745","3","4","40","2025-05-26 16:58:23","2025-05-26 16:58:23"
"1759","745","8","1","60","2025-05-26 16:58:23","2025-05-26 16:58:23"
"1760","745","11","1","35","2025-05-26 16:58:23","2025-05-26 16:58:23"
"1761","745","18","1","20","2025-05-26 16:58:23","2025-05-26 16:58:23"
"1762","746","3","2","20","2025-05-26 16:59:01","2025-05-26 16:59:01"
"1763","746","8","1","60","2025-05-26 16:59:01","2025-05-26 16:59:01"
"1764","747","3","3","30","2025-05-26 16:59:40","2025-05-26 16:59:40"
"1765","747","7","1","10","2025-05-26 16:59:40","2025-05-26 16:59:40"
"1766","747","8","1","60","2025-05-26 16:59:40","2025-05-26 16:59:40"
"1767","747","11","1","35","2025-05-26 16:59:40","2025-05-26 16:59:40"
"1768","747","18","1","20","2025-05-26 16:59:40","2025-05-26 16:59:40"
"1769","748","3","3","30","2025-05-26 17:00:00","2025-05-26 17:00:00"
"1770","749","3","2","20","2025-05-26 17:00:47","2025-05-26 17:00:47"
"1771","750","3","3","30","2025-05-26 17:01:17","2025-05-26 17:01:17"
"1772","751","11","1","35","2025-05-26 17:02:12","2025-05-26 17:02:12"
"1773","752","3","4","40","2025-05-26 17:02:43","2025-05-26 17:02:43"
"1774","753","3","3","30","2025-05-26 17:03:10","2025-05-26 17:03:10"
"1775","754","3","1","10","2025-05-26 17:07:09","2025-05-26 17:07:09"
"1776","754","8","1","60","2025-05-26 17:07:09","2025-05-26 17:07:09"
"1777","754","18","1","20","2025-05-26 17:07:09","2025-05-26 17:07:09"
"1778","755","8","1","60","2025-05-26 17:07:44","2025-05-26 17:07:44"
"1779","756","3","3","30","2025-05-26 17:08:23","2025-05-26 17:08:23"
"1780","756","8","1","60","2025-05-26 17:08:23","2025-05-26 17:08:23"
"1781","756","11","1","35","2025-05-26 17:08:23","2025-05-26 17:08:23"
"1782","756","18","1","20","2025-05-26 17:08:23","2025-05-26 17:08:23"
"1783","757","15","2","80","2025-05-26 17:15:04","2025-05-26 17:15:04"
"1784","758","15","1","40","2025-05-26 17:15:24","2025-05-26 17:15:24"
"1785","759","15","1","40","2025-05-26 17:15:52","2025-05-26 17:15:52"
"1786","760","15","1","40","2025-05-26 17:16:55","2025-05-26 17:16:55"
"1787","761","15","1","40","2025-05-26 17:17:21","2025-05-26 17:17:21"
"1788","762","15","1","40","2025-05-26 17:17:40","2025-05-26 17:17:40"
"1789","763","15","1","40","2025-05-26 17:17:58","2025-05-26 17:17:58"
"1790","764","15","1","40","2025-05-26 17:18:19","2025-05-26 17:18:19"
"1791","765","3","3","30","2025-05-26 17:19:37","2025-05-26 17:19:37"
"1792","765","8","1","60","2025-05-26 17:19:37","2025-05-26 17:19:37"
"1793","765","18","1","20","2025-05-26 17:19:37","2025-05-26 17:19:37"
"1794","766","11","1","35","2025-05-26 17:22:32","2025-05-26 17:22:32"
"1795","767","11","1","35","2025-05-26 17:23:51","2025-05-26 17:23:51"
"1796","768","11","1","35","2025-05-26 17:24:10","2025-05-26 17:24:10"
"1797","769","3","3","30","2025-05-27 16:04:43","2025-05-27 16:04:43"
"1798","770","3","3","30","2025-05-27 16:06:48","2025-05-27 16:06:48"
"1799","771","8","1","60","2025-05-27 16:07:34","2025-05-27 16:07:34"
"1800","771","28","1","20","2025-05-27 16:07:34","2025-05-27 16:07:34"
"1801","771","37","1","60","2025-05-27 16:07:34","2025-05-27 16:07:34"
"1802","772","3","4","40","2025-05-27 16:07:54","2025-05-27 16:07:54"
"1803","773","3","4","40","2025-05-27 16:08:39","2025-05-27 16:08:39"
"1804","773","7","1","10","2025-05-27 16:08:39","2025-05-27 16:08:39"
"1805","773","17","1","35","2025-05-27 16:08:39","2025-05-27 16:08:39"
"1806","774","3","4","40","2025-05-27 16:09:00","2025-05-27 16:09:00"
"1807","775","3","14","140","2025-05-27 16:11:22","2025-05-27 16:11:22"
"1808","775","7","3","30","2025-05-27 16:11:22","2025-05-27 16:11:22"
"1809","775","8","2","120","2025-05-27 16:11:22","2025-05-27 16:11:22"
"1810","775","9","5","75","2025-05-27 16:11:22","2025-05-27 16:11:22"
"1811","775","15","2","80","2025-05-27 16:11:22","2025-05-27 16:11:22"
"1812","775","27","1","10","2025-05-27 16:11:22","2025-05-27 16:11:22"
"1813","776","3","15","150","2025-05-27 16:13:10","2025-05-27 16:13:10"
"1814","776","7","3","30","2025-05-27 16:13:10","2025-05-27 16:13:10"
"1815","776","8","2","120","2025-05-27 16:13:10","2025-05-27 16:13:10"
"1816","776","9","4","60","2025-05-27 16:13:10","2025-05-27 16:13:10"
"1817","776","15","2","80","2025-05-27 16:13:10","2025-05-27 16:13:10"
"1818","776","16","4","60","2025-05-27 16:13:10","2025-05-27 16:13:10"
"1819","776","22","3","60","2025-05-27 16:13:10","2025-05-27 16:13:10"
"1820","777","3","3","30","2025-05-27 16:13:28","2025-05-27 16:13:28"
"1821","778","3","1","10","2025-05-27 16:13:52","2025-05-27 16:13:52"
"1822","778","17","1","35","2025-05-27 16:13:52","2025-05-27 16:13:52"
"1823","779","3","1","10","2025-05-27 16:14:15","2025-05-27 16:14:15"
"1824","779","9","1","15","2025-05-27 16:14:15","2025-05-27 16:14:15"
"1825","780","8","1","60","2025-05-27 16:14:52","2025-05-27 16:14:52"
"1826","781","8","1","60","2025-05-27 16:15:22","2025-05-27 16:15:22"
"1827","781","15","1","40","2025-05-27 16:15:22","2025-05-27 16:15:22"
"1828","782","3","2","20","2025-05-27 16:16:04","2025-05-27 16:16:04"
"1829","783","7","1","10","2025-05-27 16:18:56","2025-05-27 16:18:56"
"1830","783","15","1","40","2025-05-27 16:18:56","2025-05-27 16:18:56"
"1831","783","17","1","35","2025-05-27 16:18:56","2025-05-27 16:18:56"
"1832","783","34","1","20","2025-05-27 16:18:56","2025-05-27 16:18:56"
"1833","783","35","1","15","2025-05-27 16:18:56","2025-05-27 16:18:56"
"1834","784","7","1","10","2025-05-27 16:19:31","2025-05-27 16:19:31"
"1835","784","8","1","60","2025-05-27 16:19:31","2025-05-27 16:19:31"
"1836","784","15","1","40","2025-05-27 16:19:31","2025-05-27 16:19:31"
"1837","784","17","1","35","2025-05-27 16:19:31","2025-05-27 16:19:31"
"1838","785","15","1","40","2025-05-27 16:24:38","2025-05-27 16:24:38"
"1839","785","17","1","35","2025-05-27 16:24:38","2025-05-27 16:24:38"
"1840","785","34","2","40","2025-05-27 16:24:38","2025-05-27 16:24:38"
"1841","786","3","1","10","2025-05-27 16:24:58","2025-05-27 16:24:58"
"1842","786","7","1","10","2025-05-27 16:24:58","2025-05-27 16:24:58"
"1843","787","3","2","20","2025-05-27 16:25:18","2025-05-27 16:25:18"
"1844","788","6","1","35","2025-05-27 16:25:53","2025-05-27 16:25:53"
"1845","788","15","1","40","2025-05-27 16:25:53","2025-05-27 16:25:53"
"1846","789","15","1","40","2025-05-27 16:26:11","2025-05-27 16:26:11"
"1847","789","17","1","35","2025-05-27 16:26:11","2025-05-27 16:26:11"
"1848","790","3","3","30","2025-05-27 16:26:33","2025-05-27 16:26:33"
"1849","790","7","1","10","2025-05-27 16:26:33","2025-05-27 16:26:33"
"1850","790","22","1","20","2025-05-27 16:26:33","2025-05-27 16:26:33"
"1851","791","3","2","20","2025-05-27 16:27:34","2025-05-27 16:27:34"
"1852","791","6","1","35","2025-05-27 16:27:34","2025-05-27 16:27:34"
"1853","791","8","1","60","2025-05-27 16:27:34","2025-05-27 16:27:34"
"1854","791","15","1","40","2025-05-27 16:27:34","2025-05-27 16:27:34"
"1855","791","17","2","70","2025-05-27 16:27:34","2025-05-27 16:27:34"
"1856","791","22","1","20","2025-05-27 16:27:34","2025-05-27 16:27:34"
"1857","791","32","1","20","2025-05-27 16:27:34","2025-05-27 16:27:34"
"1858","792","8","1","60","2025-05-27 16:28:13","2025-05-27 16:28:13"
"1859","792","17","1","35","2025-05-27 16:28:13","2025-05-27 16:28:13"
"1860","792","22","3","60","2025-05-27 16:28:13","2025-05-27 16:28:13"
"1861","793","7","1","10","2025-05-27 16:28:29","2025-05-27 16:28:29"
"1862","793","8","1","60","2025-05-27 16:28:29","2025-05-27 16:28:29"
"1863","794","3","3","30","2025-05-27 16:28:45","2025-05-27 16:28:45"
"1864","795","3","3","30","2025-05-27 16:29:11","2025-05-27 16:29:11"
"1865","795","17","1","35","2025-05-27 16:29:11","2025-05-27 16:29:11"
"1866","796","3","3","30","2025-05-27 16:29:36","2025-05-27 16:29:36"
"1867","797","3","2","20","2025-05-27 16:30:07","2025-05-27 16:30:07"
"1868","797","6","1","35","2025-05-27 16:30:07","2025-05-27 16:30:07"
"1869","797","17","1","35","2025-05-27 16:30:07","2025-05-27 16:30:07"
"1870","798","8","1","60","2025-05-27 16:30:29","2025-05-27 16:30:29"
"1871","799","8","1","60","2025-05-27 16:30:31","2025-05-27 16:30:31"
"1872","800","3","6","60","2025-05-27 16:31:05","2025-05-27 16:31:05"
"1873","800","7","2","20","2025-05-27 16:31:05","2025-05-27 16:31:05"
"1874","800","8","2","120","2025-05-27 16:31:05","2025-05-27 16:31:05"
"1875","801","3","2","20","2025-05-27 16:31:29","2025-05-27 16:31:29"
"1876","802","3","3","30","2025-05-27 16:31:51","2025-05-27 16:31:51"
"1877","803","3","1","10","2025-05-27 16:32:10","2025-05-27 16:32:10"
"1878","804","25","1","100","2025-05-27 16:32:27","2025-05-27 16:32:27"
"1879","805","3","7","70","2025-05-27 16:32:43","2025-05-27 16:32:43"
"1880","806","3","3","30","2025-05-27 16:33:13","2025-05-27 16:33:13"
"1881","807","15","1","40","2025-05-27 16:33:50","2025-05-27 16:33:50"
"1882","807","25","1","100","2025-05-27 16:33:50","2025-05-27 16:33:50"
"1883","807","28","1","20","2025-05-27 16:33:50","2025-05-27 16:33:50"
"1884","808","3","4","40","2025-05-27 16:34:41","2025-05-27 16:34:41"
"1885","808","7","1","10","2025-05-27 16:34:41","2025-05-27 16:34:41"
"1886","808","17","1","35","2025-05-27 16:34:41","2025-05-27 16:34:41"
